deposit_id,account_id,amount,deposit_type,date
dec4e52c-26d9-4162-85ee-dd72eefdfa03,544,88.18,OneOff,2024-02-22
440888ef-f5bf-4a84-9734-1d664657392b,2455,61.71,Monthly,2025-09-09
b50565ae-f276-4545-b504-7f0f9743bfe4,1029,44.36,OneOff,2024-08-08
f1542410-4b95-45f1-b857-9e524de8deb1,1366,67.12,OneOff,2024-01-01
1f99dca3-c28d-421a-8698-9da9453bfc7c,1968,60.92,Roundup,2024-04-25
d1193f79-c157-4ffe-910c-92195dd8a287,2293,5.85,Roundup,2024-08-13
2dcfccb8-6854-43f6-9c75-6a13c6f5d59a,102,45.57,Monthly,2024-02-11
cce55f24-92c1-49b3-8f53-df5f6dced1e8,1668,63.46,Monthly,2024-03-18
6f5c3044-2ea9-49b8-a71a-c1b54e86e5fe,848,38.54,Roundup,2025-11-14
75ce911b-ab06-47a0-ba4c-85aa89128e9e,1283,29.39,Roundup,2025-06-26
36c7630e-6d04-4c99-8d45-16cbe50f1bdd,761,38.33,OneOff,2024-08-15
ffede788-7b19-41ca-8cda-53904ccf908a,2695,96.6,Monthly,2024-03-27
6f9bfd5f-b22b-4c7f-a3a3-8f1fe665659d,245,96.98,Roundup,2024-11-16
d1959436-323c-4403-8446-8da9b4881490,2570,80.11,Roundup,2025-01-10
929e3a45-684f-44e2-a07b-1b854ab9e84d,1693,38.04,OneOff,2025-08-25
d9c10d8c-5ab0-449a-9be2-e7fb757f31c5,213,60.85,Monthly,2025-11-14
bd02dee1-0329-450d-927c-d9c70861bad3,501,81.27,OneOff,2025-07-12
eb4812d6-0898-415d-b8d1-ae5575142220,853,92.22,Roundup,2024-08-04
c27695a3-a96c-4a08-b191-c5dc1140af09,164,63.56,OneOff,2023-11-22
ad84fe0c-a312-44a4-9ef4-34d4fedbe440,2369,78.86,Monthly,2024-09-11
7d81cb58-48dd-4a36-96f1-4c49c9f39abf,1538,88.98,OneOff,2025-06-30
51c88885-726d-488c-b07f-4d4d2a6304de,1802,50.49,Roundup,2025-08-14
b03d7b32-40fa-4564-a232-b4abb1b7e96d,1860,79.31,Roundup,2025-03-11
21aa24e3-0882-4693-9fe4-acd35d912fa3,964,59.15,Monthly,2024-10-17
a5586053-7c98-4083-8873-f5502f0e5713,1735,31.8,Roundup,2025-08-17
3ca8b97b-c3d9-4123-af6d-77c3b9d3fc5c,1677,56.64,Monthly,2025-05-28
b7c2ce9d-871c-4a37-b39a-4cce970262e9,620,81.24,OneOff,2024-03-08
c6616d4e-75f5-4c95-ad82-c6e5b0d4686f,871,55.74,Monthly,2024-10-02
8701bdc6-bafa-4e69-9271-688dd685c345,345,80.54,Roundup,2024-10-24
bf5172a2-7ba0-4a4d-8009-49ea8440c70b,2352,68.51,Monthly,2024-02-29
5f30815c-e10d-4f8a-be37-763e1f89b923,1763,56.87,OneOff,2025-06-26
4590772b-9d95-4e7f-b8ea-a1af96a66ff7,1726,59.5,Monthly,2024-12-05
2a38d0f9-3779-4240-ac38-79a205b8485c,2427,12.09,Roundup,2025-06-23
eb69eb5f-2bf2-4f2a-884d-47545056a6fa,2533,88.84,Monthly,2025-04-19
316681a1-7d3e-405a-b5a1-8e0c8f12f7c7,2104,39.47,OneOff,2024-10-31
35675028-312f-4ebc-9b6f-ef6b5af679cd,234,8.13,Roundup,2025-03-09
6b2f1adc-680b-4e74-93bd-e3f6dde53b85,2543,11.49,OneOff,2024-07-14
8301c539-3329-475d-8e7e-2a2bb10ba961,1248,16.69,OneOff,2025-06-27
047396f3-4de0-4930-afe9-5539fcb95cb7,1254,97.07,Monthly,2025-03-26
9eae60b2-f78b-49f5-bc7e-0cdb8e67c504,6,54.12,OneOff,2024-03-23
100d93fc-639e-4145-95db-2f1405f4d3dd,2016,55.98,Roundup,2024-09-11
3f9b51db-f707-48a9-897c-b1c4e97c1201,965,25.19,Roundup,2024-05-15
17fbf147-0f2c-4692-acd0-95a3347e3cd4,2429,90.38,Monthly,2025-10-09
3e6fbd58-746e-42b1-9a81-4cfee33a948f,648,94.21,Roundup,2024-02-13
6ba981c3-0c63-420b-8440-7b8542b3845d,2483,94.52,OneOff,2024-10-18
3dbcff6b-1808-49eb-b4ee-be2ec6e8a370,2775,67.25,Monthly,2024-06-05
efa3e2a5-4365-4e9a-9dbe-25fc9897a3bf,2110,14.42,OneOff,2024-03-16
02e089a9-eee2-49e5-8d59-e9da24b3000c,404,98.8,Monthly,2024-01-13
e9556a79-d920-4eba-a532-d4dd30d0a417,163,24.17,Roundup,2024-09-22
842d8ea4-91cb-4c90-bfcc-60529db28341,2814,52.15,Monthly,2024-03-15
5bdbe71b-81ef-484c-a1d9-d12a7d9013a0,1551,17.25,OneOff,2025-08-22
b56ebd78-c7ce-469e-9d57-5bd5b6d4b63f,1902,57.5,Roundup,2024-01-12
6b66b0bf-a143-416d-95ef-3624b2fe43f6,1069,73.89,Monthly,2025-10-10
e8b329de-0a03-4899-a4ae-959dd1df9d96,1035,7.43,Roundup,2024-06-11
149bd558-ed2b-46f7-bed7-ef2833d21d3f,2976,60.02,Roundup,2025-01-24
f996cbdb-1fe5-4a48-b5a0-24efe87e1ee1,245,79.37,OneOff,2024-06-18
94e2fa84-c52f-415e-9a2f-883a2936dd22,2918,10.73,Monthly,2025-05-08
8ede34bf-e773-493a-885c-fa85dd7f5e21,1409,75.53,OneOff,2025-09-11
a619e093-8165-4b24-9c84-c5f1b899f55f,1987,27.04,Monthly,2025-04-06
e8e1f93b-d878-4d92-b7e0-942eda0a62a0,2165,11.86,Monthly,2025-03-17
5e0e4e6f-f7ea-46fb-ac91-f88e38dad901,1167,77.61,Roundup,2025-03-28
bea4d0b6-159e-44af-acc5-5991e2fc4841,1056,88.98,Monthly,2023-12-23
4df06c39-88ea-4252-b6ec-a78180757e0c,2318,20.28,Roundup,2024-09-16
b8cf0121-2e42-45b1-8bce-fbf92b983804,1167,74.51,OneOff,2025-10-08
2fac4fe0-c66d-42af-9624-36b80aa21aef,2505,21.58,Roundup,2025-08-16
898a839f-2ad4-4d6a-8628-17a896393701,1703,11.87,Roundup,2024-04-15
c45c114a-23c9-4ef9-a5e3-dfcb99828cab,1686,79.3,Roundup,2023-11-26
829701f1-89e7-4910-b67f-991bb7a020a0,2344,90.61,OneOff,2025-04-03
b41e5dc4-d2a9-4400-bed1-42d66122dc20,2514,54.25,Monthly,2024-05-20
5a15922b-21a5-4ef4-a670-2f026f42ce35,1587,42.49,OneOff,2025-01-23
4d1c1c52-144a-49d8-85eb-6266aa5bee80,578,49.72,Monthly,2025-08-20
ca202697-c458-47ea-ad85-3ea6c2ceaf1b,1600,22.84,Roundup,2025-05-03
8b955735-b154-4c46-b1f6-71f2158668c9,1744,68.66,Roundup,2024-08-31
8b6457b3-6d74-4d70-b371-6f186f573958,2677,7.02,OneOff,2025-02-14
e528a13a-5fa2-459c-8bbf-124b45d27325,2980,26.09,Roundup,2024-09-08
0ee6926d-8402-40e3-9e29-181a2e1e962c,393,38.06,OneOff,2025-03-27
6234ec88-ea0a-4e3f-838d-e57de33c29d2,632,33.2,Monthly,2025-11-01
d24bdbe1-6839-460c-9054-b1a77a904c4b,1985,69.71,Roundup,2024-02-01
97cffce7-17e2-4c94-ac3e-0172f08e3f2a,576,80.13,Monthly,2025-09-04
9ffa28f5-58ab-4ac0-82e9-2d40280c2bbf,355,24.93,OneOff,2024-09-08
62d65ba5-d0e5-43a7-9d56-689653bbb8f4,882,97.72,Roundup,2024-08-02
7ab24cd7-bf34-4229-9ef8-121da2b6a16f,2448,91.83,OneOff,2024-02-17
e00629d9-5d53-4fa5-96d6-2968088511a0,954,35.5,OneOff,2025-04-15
f34c0c3f-b5d2-4f00-b156-c79c4c6e98fd,2800,66.51,Roundup,2025-09-23
1cdf3bac-7a6e-45bd-bffd-53748ecc79bb,1038,33.24,Monthly,2025-07-04
b652f59a-9eec-4e19-b521-bb1f6ac15ca5,671,42.39,Monthly,2023-12-08
5780d47e-9859-43f8-bfa9-60f5edeffbd2,39,51.26,OneOff,2023-12-06
8c33e6d2-7660-466b-adcb-4f9f936a2279,134,36.2,Roundup,2024-02-25
3dcf1cec-f4f4-45cf-9b5c-5821e0b6faed,2630,17.2,OneOff,2024-06-29
da49384a-22dc-47bb-8377-da5fd7425bfd,2794,94.71,Roundup,2024-09-19
6f61c5d4-c0c9-4f29-be5b-efa46c61e70c,1549,95.8,OneOff,2024-11-02
142f3495-6380-453e-9c04-90db2e81ae82,2517,23.49,Monthly,2024-11-21
143ba243-d8e3-47a5-aef7-7ba4364c9c1c,2457,13.67,Monthly,2025-09-21
a3cd7a78-8735-40ef-8386-9cd8df7cc422,498,18.69,Roundup,2024-05-16
91e2b4f6-8b9f-4080-8e46-ad4b455c97be,1330,1.8,Monthly,2025-03-11
a93524d8-b3d8-405c-9da7-68546703735e,749,26.47,Monthly,2024-02-29
622e955e-8d5f-4b16-9b8e-3bd7a7f92cb8,480,27.16,Roundup,2024-08-30
fbbadf43-7205-4546-bd83-4b6f5152ac80,628,28.11,OneOff,2024-02-13
84f5e2fb-2c96-4507-989a-4bb88d4c1180,287,23.17,OneOff,2025-05-12
86d4e295-ff5b-4da2-b5ae-06a450df784b,1544,16.31,Monthly,2025-01-01
5adefbca-376d-4d7b-be03-7bb208d2445c,1274,92.84,OneOff,2024-01-02
ee3e0334-831f-4045-9883-0735275a3a86,2620,45.99,Monthly,2025-08-29
018c0fe6-e68c-421d-9c5e-8c3861326839,366,54.72,Monthly,2024-10-25
6846ea87-a15b-4e24-bfad-5a5277ca54e6,1631,18.11,Monthly,2024-09-03
c8fabf80-dc85-49bc-b648-1052aefdea29,2643,25.0,OneOff,2024-07-23
40f8a18a-9466-4ae2-9d05-ad3f8925f7d2,2139,43.55,OneOff,2025-07-11
a5b3b341-98cb-4800-a9ad-9cd9d1fc37c8,2032,12.24,Roundup,2025-01-04
89b6d9e1-7ed8-476c-b406-4d90ab18b009,949,96.53,Roundup,2023-12-23
8adf1383-49a8-4773-b2a6-67d4b372653c,1724,6.8,Monthly,2025-09-02
a31013ab-dce6-44b1-a195-c6014602e1c1,2571,20.87,Roundup,2023-11-23
d5a8e88f-e465-47d2-8bbb-cf04eb748d72,2150,66.17,OneOff,2025-08-27
6444efdc-fc6b-4444-9829-58f8404bb74d,2705,74.45,OneOff,2024-08-25
7f880148-f082-4ebc-bf68-1ba427d9fc84,439,26.18,Monthly,2024-08-07
94a94c68-9291-43f6-9c7d-598f56631aad,2121,93.85,Roundup,2025-05-14
fd76b233-07ff-4727-a12c-a7ff6514df18,1760,47.19,Monthly,2024-10-09
4791363e-9c54-41f5-ac30-34905f6f3926,30,58.74,OneOff,2025-07-09
9eaf6499-0c10-4688-84bc-1cdf656aed0b,1316,52.6,OneOff,2025-03-23
217da5c3-ceba-49aa-b5a7-dd757e28e1ef,1320,89.31,Roundup,2023-11-30
7e91e9a4-8ceb-4763-87fb-7bf4d61fe6d1,797,17.36,Roundup,2024-08-16
ab7bd706-552b-4861-8fa0-4faba062e939,2174,79.57,OneOff,2024-07-27
f1050f67-5804-4dec-815b-08bc4be2a86d,100,85.11,Roundup,2024-01-15
94fac936-f2de-4c74-9b93-2322cf654254,853,99.36,Roundup,2025-09-25
fd4c003f-434a-4574-b694-e7cfab502d4e,995,53.42,Monthly,2025-07-31
71ce4c19-2344-44a2-a573-3e8dcc50c707,681,63.84,Monthly,2025-07-27
cc1c5810-7f43-46e2-b0b8-9331260c42be,1823,68.44,OneOff,2025-03-08
71b8660b-d305-409f-9d8e-005b47bb886d,73,50.29,Monthly,2025-07-25
f8b0eeb1-2055-4f20-a5e8-b585e61938da,2756,58.58,Roundup,2025-05-04
de15fdae-fbb8-47fd-b05a-3fb585dd47cd,2137,25.85,Roundup,2025-10-26
7e63677c-2651-4283-9125-7f3314c6c745,1322,53.13,Roundup,2025-04-26
7df6756d-a399-4222-a540-8cc6d8c2c861,751,36.24,OneOff,2025-03-25
90850f6c-5d44-416b-bc84-7f2399be9b39,2044,52.57,Roundup,2024-10-22
73937b50-7ccb-41d2-b709-36b285fa5981,2514,71.18,Roundup,2024-06-11
48229e94-203b-4b30-bc6c-1947eddda789,2299,34.52,Monthly,2024-01-01
c00a3558-09d5-4efe-b8dd-34699d19b695,2270,88.86,Monthly,2024-03-11
5867fa30-6f23-4fe2-b6fe-e119970ead69,1734,43.15,Monthly,2023-12-30
9d8f8838-ebb4-4f39-93e9-82cedd4cc2b5,1905,58.82,Monthly,2025-05-24
6e469217-497e-48c1-947e-411dd73777db,1946,96.5,Roundup,2025-03-17
f4d39a37-08e9-4a5a-a4b5-9916b6a27e66,2938,6.28,OneOff,2025-10-21
b22ef8af-fc95-4127-8a2e-c268dabb912c,1163,83.45,OneOff,2024-09-28
eda74015-f55e-4b72-99c7-2f33c64649b7,2152,38.12,Monthly,2024-12-10
7cc90676-8236-4193-ac7e-b9ee554deb75,337,48.8,Roundup,2024-10-24
c1de511b-b0d8-43c5-bb1b-9bf6dd4f1535,2762,12.24,OneOff,2025-06-30
270789a6-f0c9-42dc-9ddb-8da49f6caf7c,1262,41.23,OneOff,2025-04-11
274d623f-97d3-4219-84d5-be86dd17f0d3,2209,43.2,OneOff,2025-01-03
4ac98b7f-0c44-4d60-88c6-1de389c5e7a4,1285,56.4,Roundup,2025-07-15
ad244d00-3522-441a-a91a-0db74adcfe18,540,37.95,Roundup,2025-07-12
18d371dc-60f3-4587-9ea2-edb143fe5c0c,1175,66.38,Monthly,2024-07-15
2016b3e7-088f-49e5-a141-af8bfe70ca2c,2309,44.04,Monthly,2024-04-29
5bedd908-71c6-43bd-a9ce-80fde8c0db55,2574,72.7,Monthly,2023-12-27
40ca4cc8-6e85-4894-a6ff-dc40ebf5cdfd,2980,95.11,Monthly,2024-11-09
71285c5b-8cab-4877-9ee2-81f3abfb25ff,1357,85.98,Monthly,2024-08-08
882b24a8-6d74-4a90-8b55-0a1e96bdbe09,1879,34.31,OneOff,2024-07-13
d0250a8f-389f-4346-95e7-a8f8cc4a556a,1818,96.22,OneOff,2025-08-02
0bd4e02a-ac94-4df2-9fff-9e160dda03d4,2622,57.31,Roundup,2025-02-15
cd52a899-bf0f-4f6d-ad06-5eedb647be68,2794,46.15,Roundup,2025-04-03
52355254-3aa7-4d40-b042-e64c14d4acb9,982,27.9,OneOff,2025-04-28
8489c847-c287-40fc-a707-9e7a99ff2a10,2493,98.49,Monthly,2025-11-14
28d22921-ed30-4c70-8b88-aaf4c260e524,1226,53.31,OneOff,2025-03-02
53736bd4-dc46-4948-aeff-306f43caa6c1,825,86.07,Monthly,2024-03-17
4fb45c38-0f28-4a7a-806b-7e1b3701cbea,2969,18.43,OneOff,2025-03-22
8297b197-e153-42af-8a6f-0a6a01e58541,2894,60.16,Roundup,2025-10-31
861c7a41-af86-4a6a-a4f6-76f949cbaf6f,2719,61.57,Roundup,2025-06-14
9171d24a-c8b3-492f-b58e-f961fdbc4afd,2861,60.06,Roundup,2024-02-23
e4ad1d1b-9716-46db-9200-123dcd5d58b6,1889,62.78,Roundup,2024-08-25
9aa37ac9-287f-423a-9a57-d38bbcfa2caa,1112,49.88,Roundup,2024-11-09
16787d55-b320-451d-90b2-0f46f220b155,498,57.01,Roundup,2024-08-29
72c85d18-860a-438b-af68-3471ee7d42a7,1900,58.85,Monthly,2024-06-16
f303d9e2-3908-47de-9daf-a75c12910c58,157,63.0,OneOff,2023-12-07
8f7d7bff-5e74-4154-94d2-881f6f989e43,1405,99.53,OneOff,2024-07-28
6658d8e7-340d-4fe7-9a6a-1de7a4e68798,2774,82.96,Roundup,2024-05-09
4213f7c9-d578-4396-bf41-67e9c494869b,1239,55.98,Monthly,2024-08-16
e497aa0a-d772-415a-a266-1a6ae7eac908,2252,55.53,OneOff,2025-03-29
deae2035-ca9f-4f51-8ff5-1e2409480165,2049,67.61,Monthly,2024-10-19
cd6c0671-adfa-4eb6-bcf8-98f93aa9aef0,1762,56.83,OneOff,2023-12-28
68567168-f463-471c-b608-bbc9744715a6,2212,68.71,Monthly,2024-09-29
3c4781aa-d60c-41f8-9f61-36e1a6130e9d,963,46.08,Monthly,2025-08-04
fb7a7fde-797e-41dd-a472-ef53a59ad14c,2791,58.09,OneOff,2024-12-29
d9f07a6f-07f3-445b-bf2e-8b66d53527c5,2384,90.81,OneOff,2024-02-02
36a1b00c-0c89-477e-9020-2efe07ccc9b3,763,41.91,OneOff,2024-09-16
4051d10c-5426-47e0-803f-5f69f685fe7f,1846,15.68,Roundup,2025-11-03
a1692df1-5fcf-415b-b6a7-dc082e082505,1950,12.79,OneOff,2025-07-13
aca0f518-9bc1-43cc-8ec3-6616756be8d5,858,22.02,Monthly,2024-06-23
5f361ae1-0944-4752-9fba-f9e5e0e3c511,2944,56.96,Monthly,2025-05-29
fd6c0a32-0dda-4f29-8083-d44e6b8a001a,967,32.27,Monthly,2025-07-21
b117c523-33d1-481d-a9cb-63a74c037180,712,12.2,OneOff,2023-12-20
73a9732f-0444-46c7-8e5b-fc8616bc0927,1167,30.21,Roundup,2024-05-10
68f0ea56-4014-422d-a473-1b5b76d9f5d8,875,34.02,Roundup,2024-09-26
978ec470-b90f-4a42-aae3-9927978dd076,950,98.19,Roundup,2025-09-06
d4cbbd54-ef7c-4e7a-a88f-d2972e8ea193,2122,12.39,OneOff,2025-05-02
29105157-0fde-42b9-a43a-3534f8c65a4d,2245,4.31,Monthly,2025-07-02
644657a5-2bc2-44fa-bc0a-efa8fe158ee9,697,57.12,Monthly,2025-06-07
71f21c6c-6b1c-40f5-b86b-23c3411584f2,286,13.07,Roundup,2024-05-09
2eb35f65-fe75-432a-a577-8e879fb29d0f,616,68.55,OneOff,2024-11-17
9d263d52-31f5-44a9-a3ee-782894804799,1501,12.68,Roundup,2024-04-27
bdfb63f8-a635-419e-b5cf-a8520d0c6f03,586,7.99,Roundup,2025-10-16
b59f423f-6e10-4f1c-b5dd-f7f2917e2351,2763,8.24,Monthly,2023-12-12
99e243b2-1942-447f-8972-e4b2b9167e3a,1721,21.1,Monthly,2024-06-06
89bf02d5-7993-4914-b7e3-730e1441ba15,308,62.97,OneOff,2023-12-12
f2ac4a4b-661b-40fe-b586-e9494db91ad9,1273,17.34,Roundup,2025-11-08
4cba40b5-a79c-4dbc-affd-2a62ac7f549c,1272,67.84,Monthly,2023-11-24
ce14be3a-6c40-4fe9-8335-1e234306f551,2898,44.52,Roundup,2024-06-30
d8e7edb4-fb14-426c-9f13-6ae504e519d5,1837,2.48,OneOff,2024-12-13
b4e65597-52be-4550-8c5d-4a9a610c02a9,399,84.41,OneOff,2024-05-15
62d133c6-f5c9-4b16-8345-1e95811df81b,2891,80.08,Roundup,2024-09-22
c49044f6-1822-4d9e-afa6-59b186446e5a,1969,71.97,OneOff,2024-10-18
3afa1b31-bf7d-4814-9509-2e9056b921ad,2110,16.64,OneOff,2025-08-17
1f7e04d0-69b8-49e8-ad5f-19eae4115393,2276,80.55,Monthly,2025-06-14
769e06b7-1c3f-4eec-8c8b-e1ed9f5ab519,2268,66.17,Monthly,2025-06-17
2d3e7936-db8d-4d54-ad18-ee2bb2af1e98,2841,51.28,Monthly,2024-04-01
a9ffea04-bb11-4cb1-a2af-99a183988ce7,1061,25.77,Monthly,2024-01-19
03a2db97-44c6-41b7-a1f3-75deade49e1a,1261,40.94,OneOff,2024-04-14
cb91c41a-b672-42fc-90f1-efc48881bc38,2932,76.07,OneOff,2024-01-16
aab5009a-208c-4181-bf0b-7a4c9a25ff05,724,61.74,OneOff,2024-07-19
7cd2bddf-ad80-47ff-a0e9-a7c82f6c887b,2350,53.97,Monthly,2025-08-10
0653f5b8-e678-43d5-82ed-63f0f05c6920,529,34.57,OneOff,2025-04-21
16a5b7ba-d775-4887-9346-70f39d95703e,1487,33.21,Monthly,2024-08-28
f9645837-321a-4a93-869a-2b5cf70e9afe,1735,25.89,Monthly,2025-03-31
c6fa256f-6782-4f0e-9fc0-bc1ba5aa3ce7,1428,80.89,Roundup,2024-10-10
455bd855-4920-41d5-a4aa-452747e7f59b,2052,49.95,Roundup,2023-11-27
c9791075-4105-45b4-afe7-c29d8c3b31fd,1925,75.65,Roundup,2025-11-13
08edc20e-941c-4f24-8b03-447f7d652cd1,1231,10.05,Roundup,2025-02-05
e43149d9-a964-4d16-88f9-51cb40b49d2c,1461,85.12,Monthly,2025-08-23
4d86e161-1060-4077-af86-33fc7badac93,1455,98.13,Roundup,2025-03-08
b6aef669-cc27-401e-bcf9-8587110dae65,2992,2.49,OneOff,2024-07-14
dd036490-17df-41e2-9ee8-ad80d899f7a1,2042,49.84,OneOff,2025-04-30
3a666753-51d9-41f9-8518-fa6d2b483784,1125,61.13,Monthly,2024-03-19
550e39f7-5a03-4a5b-8926-7c9a4140feee,378,98.7,Monthly,2024-04-08
62521e30-e23b-4389-a050-9138bc75dc09,112,83.93,OneOff,2024-01-07
b0ff1c34-b517-4683-a561-f2234dde2cf1,2537,98.56,OneOff,2024-05-11
4ba005e5-bbe2-4ee9-8b45-165f7f274eee,1559,83.68,OneOff,2024-09-03
175e43f6-3bdc-417e-9fdd-9283d5f94409,500,12.34,Roundup,2025-02-19
14772b0c-8081-4065-bf48-97d80a014a82,2905,13.29,Monthly,2025-10-17
6e3fb9a2-fd02-40fe-8f77-362671df1461,714,78.95,OneOff,2025-03-20
fbcc2908-18d2-48c8-9ed0-b2360b28dc79,2764,74.85,OneOff,2024-05-06
67cef7a7-262b-4e2b-b290-9d2a6a4182ad,2523,31.4,Roundup,2025-08-02
6f069eb5-4690-4386-a661-93aec04d62c4,2026,50.99,OneOff,2024-01-05
4262b6e0-41fc-46d2-9ca8-a1877205f57d,412,16.04,Roundup,2024-09-06
549faeb4-0b65-4967-b218-16331f344e3d,2335,27.97,Roundup,2024-06-18
c84d3dd1-65ab-4c58-88b8-b8dfa043d16b,1562,8.08,Monthly,2024-05-04
38007cb4-4de3-4a7d-810a-a8d2acd6bb79,2367,31.94,OneOff,2024-11-05
145354ad-cebd-458f-860f-01048891e364,21,40.29,OneOff,2024-10-27
4fcb6b7b-5f3b-4c0a-8702-91bdb5a913b7,2800,66.84,Monthly,2024-01-17
013da309-1170-408d-a8ac-5a19bb8d9f1c,2289,13.6,Monthly,2025-08-15
a6f39719-03cc-4de7-9b4a-805015a80a6b,2142,90.81,Roundup,2024-12-10
b14db8ec-fb5e-4db4-9fd8-3d1a25cebd89,237,20.44,Roundup,2024-02-14
3bb259c4-eb31-43ef-b2a1-3568e450636a,1156,50.96,OneOff,2023-12-11
c502efb8-a7b3-4a09-a77b-b4e9d0b78508,170,68.53,Monthly,2025-04-23
d431515b-9d1d-4c73-bd8f-2375fde90a69,2901,8.22,Roundup,2024-08-03
78c926aa-2c10-4dd8-8a2c-129517042c55,1935,19.03,Roundup,2024-08-15
d3a85c76-9001-4678-86f4-0d075d1009b9,2864,71.48,Roundup,2025-11-11
0b8b66e5-e349-45e4-825f-e60071fba16b,2031,65.22,Monthly,2024-12-03
bb726db3-3bc8-4e0f-a1c3-57a64356151a,2499,41.54,OneOff,2024-09-09
de4d041a-66cd-4d45-bb13-0f992cc9baba,1044,53.81,OneOff,2023-12-16
34a97a3a-b38a-48e4-9a4a-19daef102819,501,96.62,OneOff,2025-01-19
3f3ce587-0c40-4d92-be7e-f77be9630529,1734,3.11,Monthly,2024-11-09
aea6c529-3457-425e-9094-6b1c197614fe,1460,77.66,Monthly,2025-01-19
91dab67a-4e0f-46ed-a259-c3e338645327,443,57.58,OneOff,2025-07-06
22bb9feb-fd91-44a7-899e-9e6180997715,2602,29.32,Monthly,2024-06-23
cc3f542d-b317-4ec1-ba69-37d5b93415c2,1416,31.95,Monthly,2023-12-09
e77f36bf-e943-43ec-b1bc-bd8d222c6904,1937,48.53,Roundup,2025-07-16
ee6f394a-d25b-4d2e-a114-2df972fbca8d,277,88.99,Monthly,2024-11-17
49fbf017-7d11-4a9c-b7a3-1a52f77f8091,1741,26.85,Roundup,2025-09-11
e76762be-c225-4946-ade0-ba60223ddae1,1852,5.06,Roundup,2025-02-13
e1dd1c43-e85f-49a9-a14b-9131b82df2c3,1426,87.96,OneOff,2025-05-25
ed731218-50c0-4afa-bf6f-dad9cbee752c,1236,39.82,OneOff,2024-04-27
c87e065c-c7dd-48c8-aad2-fcbcf9c52a26,2158,18.22,Monthly,2024-06-16
966fee5c-4eba-4496-acd4-2dbe2c3ebab0,886,28.22,Roundup,2025-08-22
78aea2a0-03ff-49f8-9ea2-fad5c199a231,545,11.52,Monthly,2025-08-02
99ac7374-abc4-4a0b-a648-14c0a29b7397,1224,63.19,OneOff,2025-09-08
f3b5f7ba-13fc-443a-bbb4-0f1e075e484b,1887,90.65,Monthly,2025-03-15
ce86ce8c-d0d7-41a3-a313-ab0aab01434d,1876,36.06,Monthly,2025-03-22
fd6d55a7-3bf4-4a29-8322-bea3252db4e7,195,71.08,OneOff,2025-01-04
f4e8affa-81e9-48e2-8e1c-964792bc2a49,986,11.47,Monthly,2025-02-17
c4722b5f-67b8-4250-9405-60a224c4845b,598,12.01,OneOff,2024-01-21
21c54979-e59b-4680-8dde-b1b95ee75020,226,30.16,Monthly,2023-12-26
3904cee2-fe32-4f18-a67c-16f4949d78c4,1126,73.05,Roundup,2024-01-01
389ca5d1-47e1-43bf-b8f9-25b03239566b,914,2.18,Monthly,2024-07-05
6b0541aa-e021-428a-a83c-0dfbf54d6e3d,1511,77.38,Monthly,2024-09-25
ddb32537-e1b2-45d9-ba92-1f9d08ea1aa8,284,30.36,Roundup,2024-02-20
e8371e23-e1ed-4b04-8aef-359ebc60c500,400,15.57,OneOff,2025-05-01
c91b2856-2984-46c2-ace8-8b2ac30b18b9,816,19.5,Roundup,2025-02-10
1d6634d1-4a61-4925-a842-c3f64c2059a0,639,67.4,Monthly,2025-04-10
d298c5a8-eb7a-4040-bafd-f9c49c4c780d,1936,63.95,Monthly,2025-10-09
986a5147-59f7-484c-88e7-5d46c3a8c1ec,1160,42.97,OneOff,2024-06-22
f8db139a-9dd1-4155-b867-752983bdafec,484,58.62,Monthly,2024-02-26
1c8979d1-f46c-4160-b6a3-bc3675dfea86,986,30.53,OneOff,2025-06-09
8b751398-7372-442d-a725-20b13cf91fe4,1520,94.39,Roundup,2025-01-11
d43fc935-24c6-46f8-881b-c2af12e3f52a,2593,15.17,OneOff,2025-08-22
7eaf3e7f-cf63-4ba4-ad50-6c616bbc4597,2559,73.41,Roundup,2025-07-19
4bb69931-f53c-46f8-bd77-720bbace536f,1853,5.98,Monthly,2025-07-12
4e8ce4e2-d0fc-49a3-9c55-d4a791a31f4c,482,51.08,OneOff,2025-06-23
268e8f24-e259-4140-a2b6-005f5cb94643,600,46.23,Monthly,2025-08-09
e6433137-f4da-4fcc-b5b0-482ba4b208c5,2192,14.25,Monthly,2024-04-12
5f99c90d-ee03-40b7-ac58-05ec7fbff495,1731,32.23,Roundup,2024-12-04
6ea8fffd-4fc1-40d1-a01c-838a221bab7c,2512,32.15,Monthly,2025-06-30
62a0f281-92b5-4ce0-a44f-d9227c9ad14b,1273,58.15,Roundup,2023-12-15
96eb9ac5-5698-4b05-98d2-0f63593c3cdb,2323,17.6,Monthly,2023-12-02
6cdc8c17-d92d-41b7-bcbd-ea9b5ff1a1b4,2715,14.38,OneOff,2024-02-17
c19bc0c6-c484-44ed-ad96-50c54228d100,2775,10.99,OneOff,2023-12-11
c13e30c5-fc5c-407f-a31f-7cf5f26c567f,1455,41.57,Roundup,2024-07-20
736b783d-893f-4637-935f-cc1d5f9f7e4d,1703,64.71,OneOff,2024-11-25
bc630846-4bd8-4f4a-98b5-b453d8e8d427,114,15.12,Monthly,2024-03-06
4d4f8ef3-8a58-4a3c-9bd0-035dd8b4cd1c,1178,54.19,OneOff,2024-07-16
